CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6001450606,California,Alameda,5974,3029,2945,5.9,60.6,0.7,0.1,24.2,0.2,4288,149779.0,16299.0,55988.0,3624.0,2.1,2.6,65.9,10.6,16.3,3.4,3.8,70.7,8.4,8.3,0.6,2.8,9.1,29.0,3061,76.5,17.0,6.5,0.0,8.0
6001450607,California,Alameda,5302,2492,2810,17.7,50.8,4.6,0.0,20.5,0.0,3400,90739.0,14352.0,45018.0,4929.0,9.1,19.0,49.8,17.8,20.8,4.8,6.9,69.2,8.6,8.9,4.9,1.5,6.9,28.2,2879,85.7,11.2,3.1,0.0,6.3
6001450701,California,Alameda,8518,4549,3969,5.5,63.2,0.2,0.1,27.4,0.0,5780,191932.0,22834.0,72309.0,9025.0,6.1,9.8,66.6,9.7,20.9,1.9,0.9,77.4,8.3,2.5,0.8,1.3,9.7,33.7,3754,82.8,7.4,9.7,0.1,3.7
6001450741,California,Alameda,5272,2613,2659,24.9,57.4,2.2,0.1,13.1,0.0,3382,99412.0,15969.0,47339.0,5735.0,5.7,0.0,53.2,15.7,21.4,4.4,5.3,68.5,8.5,8.7,2.6,4.4,7.2,29.5,2479,80.8,10.7,8.5,0.0,9.6
6001450742,California,Alameda,4629,2126,2503,11.5,61.6,1.7,0.0,21.9,0.0,3146,115000.0,9010.0,49107.0,4631.0,1.4,1.9,62.5,7.2,22.5,3.4,4.5,74.4,7.0,7.8,1.7,2.2,7.0,35.7,2238,81.2,10.3,8.0,0.5,4.5
6001450743,California,Alameda,5609,2963,2646,6.8,32.8,2.1,0.1,53.1,2.1,2469,98750.0,21606.0,40262.0,3633.0,5.9,7.6,63.5,7.1,19.9,5.4,4.1,68.3,5.7,14.1,5.4,0.6,5.9,29.9,2666,88.6,6.2,5.3,0.0,1.1
6001450744,California,Alameda,5123,2489,2634,11.3,55.7,1.4,0.5,28.7,0.4,3279,138393.0,15709.0,48667.0,8023.0,2.7,4.9,61.9,8.2,21.8,5.2,2.9,70.1,6.2,9.5,2.4,0.0,12.0,32.0,2494,78.1,13.2,8.7,0.0,4.1
6001450745,California,Alameda,6207,2964,3243,5.3,40.0,1.2,0.2,47.7,1.8,3690,163850.0,27338.0,59883.0,6194.0,1.2,0.0,71.9,7.0,16.5,2.6,2.1,79.3,5.7,9.1,0.0,1.8,4.1,36.0,3184,83.3,9.9,6.8,0.0,3.0
6001450746,California,Alameda,3479,1583,1896,12.5,67.1,0.9,0.1,15.1,0.3,2337,90855.0,33171.0,39175.0,4281.0,6.0,9.6,56.7,10.2,24.4,4.0,4.7,78.7,9.7,5.0,0.5,1.2,4.9,32.6,1587,75.0,15.7,9.3,0.0,9.7
6001450750,California,Alameda,4312,2005,2307,12.7,41.5,4.1,0.0,35.0,1.6,2939,96273.0,13111.0,50209.0,6178.0,8.3,1.8,51.1,12.4,32.9,0.8,2.9,71.4,4.4,16.1,3.0,1.9,3.3,35.3,2425,84.5,8.0,7.5,0.0,3.2
6001450751,California,Alameda,5684,2679,3005,4.6,26.2,3.7,0.7,61.9,0.2,2841,179148.0,10447.0,63332.0,5777.0,3.3,3.0,75.1,7.8,14.9,0.9,1.3,64.9,17.6,7.5,0.0,2.8,7.2,42.2,2851,88.0,6.1,5.8,0.0,4.4
6001450752,California,Alameda,5644,2903,2741,7.1,26.9,5.2,0.2,55.0,0.1,3323,168616.0,15909.0,55223.0,7640.0,0.9,0.0,53.4,10.8,30.2,2.1,3.5,70.4,6.7,11.4,0.0,0.9,10.6,38.4,2606,86.5,7.3,6.0,0.3,1.7
6001451101,California,Alameda,6878,3547,3331,11.7,66.7,2.3,0.1,14.6,0.0,4796,135375.0,27216.0,62245.0,8956.0,4.0,4.0,52.9,6.5,26.5,5.0,9.0,74.3,10.9,5.2,0.6,1.6,7.5,36.8,3558,85.3,10.3,4.4,0.0,7.3
6001451102,California,Alameda,3983,2096,1887,5.6,76.5,0.6,0.4,10.4,1.6,2926,151522.0,16803.0,59052.0,4859.0,3.4,0.0,56.9,13.4,22.8,3.5,3.3,80.9,6.8,1.9,0.0,0.7,9.8,32.9,1804,74.8,16.4,8.8,0.0,1.8
6001451201,California,Alameda,6955,3553,3402,21.1,60.4,0.6,0.2,12.1,0.0,4661,93887.0,8935.0,40699.0,5158.0,5.9,3.4,41.9,21.0,21.1,9.0,6.9,83.1,6.1,3.2,2.0,1.6,4.1,32.1,3614,76.0,17.6,6.3,0.0,4.3
6001451202,California,Alameda,4306,2109,2197,20.5,63.4,1.3,0.2,12.5,0.1,3083,106914.0,15037.0,41800.0,4611.0,5.9,14.5,46.2,14.0,23.5,7.0,9.3,76.9,8.1,3.9,0.6,1.3,9.3,30.9,2527,77.4,14.2,8.1,0.3,7.6
6001451300,California,Alameda,7124,3691,3433,18.4,66.2,1.8,0.0,9.5,0.4,4681,99911.0,19073.0,38818.0,4078.0,5.7,6.6,43.3,13.7,25.5,8.7,8.7,82.1,3.9,3.6,0.0,5.0,5.4,30.4,3763,72.1,18.5,9.4,0.0,4.2
6001451401,California,Alameda,6498,3198,3300,21.5,63.4,0.7,0.2,11.2,0.0,4616,87865.0,12809.0,41241.0,4662.0,10.5,18.8,49.4,14.7,23.6,7.1,5.2,77.8,11.4,3.8,0.4,0.7,5.9,30.0,3469,83.5,11.1,5.5,0.0,5.1
6001451403,California,Alameda,2158,1107,1051,22.1,62.4,2.0,0.0,12.0,0.0,1472,103304.0,28677.0,40685.0,5662.0,5.0,0.0,31.1,19.1,28.0,12.0,9.8,84.9,7.7,1.5,0.0,3.8,2.0,24.7,1280,90.3,7.6,2.1,0.0,3.1
6001451404,California,Alameda,6198,2936,3262,49.7,40.8,3.0,0.1,4.8,0.0,3244,54875.0,9098.0,25043.0,3125.0,11.9,13.0,20.9,28.2,25.0,9.4,16.6,73.9,12.4,5.0,5.4,2.3,0.9,25.6,3212,88.2,7.8,3.9,0.0,7.1
6001451501,California,Alameda,4686,2194,2492,15.0,70.6,1.1,0.0,9.7,0.0,3245,82596.0,23009.0,44651.0,4504.0,2.3,0.0,52.5,13.8,22.4,5.9,5.5,81.3,3.0,7.1,0.7,1.7,6.1,26.3,2254,80.8,14.0,5.2,0.0,5.1
6001451503,California,Alameda,5588,2618,2970,27.9,56.1,0.1,0.0,11.0,0.0,3857,85735.0,11070.0,34256.0,3202.0,8.1,6.5,44.2,16.9,19.4,7.3,12.2,81.4,5.6,5.3,1.9,2.8,3.1,30.2,2981,80.5,15.6,3.9,0.0,5.1
6001451504,California,Alameda,1761,837,924,15.5,70.0,2.2,0.0,6.6,1.3,1301,105250.0,26527.0,40643.0,4019.0,2.0,0.0,44.3,17.4,25.2,6.8,6.3,86.7,0.9,3.6,0.0,1.4,7.5,27.9,885,75.6,16.9,7.5,0.0,2.4
6001451505,California,Alameda,3265,1673,1592,12.5,79.4,0.0,0.0,6.5,0.0,2390,143393.0,12864.0,59521.0,8143.0,1.6,0.0,57.8,7.3,19.0,7.1,8.8,74.3,10.6,2.6,1.3,5.3,6.0,27.5,1885,79.1,14.7,6.2,0.0,3.6
6001451506,California,Alameda,3529,1691,1838,43.4,38.7,3.7,0.0,8.7,0.3,1695,76830.0,31355.0,29983.0,5146.0,14.7,10.4,28.0,42.6,18.2,4.0,7.2,74.7,14.6,2.6,0.3,4.8,3.0,25.2,2004,82.0,12.5,5.2,0.3,3.5
6001451601,California,Alameda,5222,2514,2708,9.0,76.8,0.2,0.2,10.3,0.4,4033,134517.0,10978.0,56141.0,4260.0,2.6,0.8,54.2,10.8,26.1,5.3,3.6,85.9,4.6,3.1,0.2,0.9,5.2,33.2,2919,80.2,13.1,6.7,0.0,5.3
6001451602,California,Alameda,6921,3500,3421,15.0,72.4,0.5,0.3,8.6,0.6,5406,87801.0,19484.0,42371.0,5766.0,3.3,0.0,57.7,10.1,21.7,5.3,5.2,84.8,5.0,2.2,1.0,1.6,5.3,27.6,3630,74.7,18.0,6.9,0.3,4.3
6001451701,California,Alameda,2904,1461,1443,14.3,69.6,1.5,0.2,7.2,0.0,2021,102763.0,8997.0,39613.0,4780.0,2.7,2.6,34.7,21.0,23.0,15.8,5.5,87.6,3.8,4.5,0.4,1.1,2.6,33.1,1459,78.1,11.4,10.6,0.0,7.2
6001451703,California,Alameda,4601,2193,2408,16.0,65.1,0.5,0.3,16.2,0.0,3146,130980.0,22929.0,44374.0,5584.0,3.2,0.9,41.2,16.3,24.9,11.3,6.4,77.8,3.7,7.2,0.0,1.2,10.1,34.6,2092,80.3,13.6,5.7,0.4,7.7
6001451704,California,Alameda,4334,2228,2106,17.9,74.6,1.5,0.3,4.7,0.0,3108,91099.0,9586.0,45037.0,5721.0,4.7,2.3,41.6,20.7,23.2,6.5,8.1,77.9,10.0,3.4,0.0,2.5,6.3,29.2,2244,85.7,7.5,6.8,0.0,3.1
6001981900,California,Alameda,23,11,12,0.0,100.0,0.0,0.0,0.0,0.0,23,95313.0,64612.0,76678.0,45641.0,0.0,,47.8,17.4,34.8,0.0,0.0,13.0,30.4,39.1,0.0,17.4,0.0,27.8,23,87.0,0.0,13.0,0.0,0.0
6001982000,California,Alameda,69,30,39,23.2,55.1,0.0,0.0,21.7,0.0,53,138750.0,40610.0,70397.0,22820.0,0.0,0.0,59.6,7.0,21.1,7.0,5.3,40.4,7.0,33.3,12.3,0.0,7.0,40.3,57,71.9,21.1,7.0,0.0,0.0
6001983200,California,Alameda,600,312,288,13.2,40.7,11.5,0.0,26.0,0.0,488,134375.0,19049.0,93007.0,21602.0,8.3,0.0,57.5,5.8,35.8,0.0,0.9,48.0,5.9,33.9,3.9,2.8,5.4,33.4,466,59.4,33.0,7.5,0.0,5.1
6001990000,California,Alameda,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
