CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6075022600,California,San Francisco,1889,1057,832,8.5,60.5,9.8,0.0,17.9,0.0,1544,176875.0,20678.0,94692.0,10277.0,2.4,0.0,76.7,2.9,17.3,0.6,2.5,30.8,6.0,36.4,6.4,10.6,9.8,30.7,1442,89.5,5.2,5.3,0.0,4.0
6075022702,California,San Francisco,2342,1239,1103,12.0,64.7,3.1,0.0,13.7,0.0,1778,164135.0,13191.0,90168.0,12589.0,4.5,5.5,74.0,7.5,16.4,0.3,1.8,44.2,4.4,26.4,5.3,10.0,9.6,32.0,1673,79.7,10.8,9.5,0.0,1.4
6075022704,California,San Francisco,3250,1735,1515,7.4,68.2,1.1,0.0,18.4,0.0,2669,134726.0,23465.0,94088.0,9276.0,5.2,0.0,79.0,3.0,16.0,1.0,1.1,50.5,5.0,16.8,5.3,13.8,8.6,29.6,2282,83.3,7.8,8.9,0.0,7.5
6075022801,California,San Francisco,5252,2941,2311,34.3,41.2,3.6,0.0,16.0,0.5,3424,109141.0,24475.0,53082.0,5582.0,11.4,12.3,52.4,19.2,15.5,6.2,6.7,32.1,4.8,34.5,9.6,11.7,7.2,29.8,3472,87.8,5.7,6.4,0.0,6.6
6075022802,California,San Francisco,2355,1162,1193,43.9,34.0,4.0,0.0,12.7,0.0,1695,58594.0,10676.0,32414.0,6082.0,26.8,54.5,39.7,26.5,13.0,11.8,9.0,28.9,2.8,40.2,10.3,13.1,4.7,33.6,1128,80.1,9.9,10.0,0.0,2.8
6075022803,California,San Francisco,4832,2384,2448,53.4,31.7,1.8,0.0,10.9,0.0,2826,96081.0,9403.0,42217.0,5282.0,12.7,17.1,47.0,23.3,18.5,4.1,7.1,32.5,4.5,33.5,7.9,13.3,8.3,30.7,2866,84.5,7.4,8.1,0.0,8.8
6075022901,California,San Francisco,5347,3058,2289,62.3,25.8,2.9,0.0,7.3,0.0,2761,66111.0,11132.0,29020.0,4516.0,20.8,35.4,39.5,31.7,14.3,7.9,6.6,18.9,6.1,43.2,4.6,21.0,6.2,27.2,2928,80.6,11.2,8.3,0.0,12.7
6075022902,California,San Francisco,2547,1374,1173,45.2,38.5,5.5,0.0,6.2,0.8,2057,97241.0,19915.0,45649.0,3811.0,11.9,9.2,48.9,22.9,16.7,3.3,8.2,24.8,6.3,33.8,12.0,14.1,8.9,31.9,1663,74.0,18.9,7.1,0.0,4.9
6075022903,California,San Francisco,3111,1509,1602,48.2,32.8,3.3,0.2,10.4,0.0,2269,82656.0,22756.0,41333.0,6978.0,13.1,7.7,41.7,26.9,17.9,7.6,5.9,44.0,5.1,29.5,4.9,11.6,4.9,28.8,1853,81.1,11.7,7.2,0.0,5.0
6075023001,California,San Francisco,5080,2456,2624,7.3,6.9,12.1,0.0,72.1,0.0,3246,58750.0,12239.0,22949.0,3034.0,19.6,26.8,19.1,29.5,27.8,9.6,14.1,44.6,15.3,31.5,3.3,2.0,3.4,33.1,2458,77.2,17.2,5.7,0.0,10.8
6075023003,California,San Francisco,4387,2065,2322,15.6,13.1,26.9,0.3,42.3,0.0,2908,81569.0,10424.0,29004.0,5309.0,14.3,18.7,35.5,17.8,27.3,8.2,11.2,56.5,15.5,19.4,1.0,0.8,6.9,32.2,2186,72.5,19.7,7.8,0.0,9.5
6075023102,California,San Francisco,4667,2063,2604,15.0,5.3,54.8,0.0,15.9,5.0,2729,31434.0,12069.0,17545.0,3323.0,43.2,63.4,24.0,25.0,32.2,6.8,12.0,49.7,12.3,31.4,2.4,2.8,1.4,33.9,1821,75.0,19.3,4.1,1.6,18.5
6075023103,California,San Francisco,2922,1252,1670,22.2,3.1,48.3,0.0,4.6,14.2,1446,19618.0,4574.0,9562.0,1872.0,39.3,45.0,17.5,32.5,36.4,1.0,12.4,62.2,2.3,20.7,4.3,4.3,6.4,28.6,667,79.0,21.0,0.0,0.0,17.7
6075023200,California,San Francisco,4355,2182,2173,32.4,7.1,43.6,0.0,10.3,0.9,2557,42212.0,6163.0,21893.0,4505.0,26.2,34.1,17.0,27.3,30.9,14.2,10.6,54.6,8.1,28.1,4.2,3.8,1.1,31.5,1882,78.6,15.0,6.4,0.0,14.8
6075023300,California,San Francisco,3218,1536,1682,15.7,7.5,7.0,0.0,68.9,0.0,1841,65096.0,21076.0,26097.0,2836.0,11.0,15.0,25.1,27.4,24.5,11.3,11.8,50.1,14.5,27.8,2.4,1.6,3.7,30.3,1700,84.1,9.9,5.9,0.1,11.0
6075023400,California,San Francisco,2976,1504,1472,34.6,2.6,21.0,1.8,25.1,6.0,1766,34464.0,11865.0,17579.0,2677.0,23.8,44.8,24.3,33.1,15.3,10.9,16.4,54.7,6.7,30.9,0.3,2.9,4.4,29.6,1260,67.3,23.6,9.1,0.0,14.9
6075025100,California,San Francisco,3422,1795,1627,23.1,49.9,8.0,0.0,16.0,0.0,2568,95156.0,13388.0,56891.0,7556.0,7.9,6.9,59.9,13.5,20.9,3.5,2.2,45.5,9.6,22.7,5.0,11.3,6.0,30.9,1953,68.0,18.4,13.6,0.0,7.6
6075025200,California,San Francisco,5948,2919,3029,29.3,52.3,1.4,0.1,12.3,0.0,4360,128009.0,19932.0,65894.0,14456.0,8.1,0.0,72.5,9.3,10.2,4.3,3.7,47.0,6.2,20.3,3.5,12.8,10.2,32.0,3291,76.2,11.0,12.8,0.0,12.8
6075025300,California,San Francisco,4574,2394,2180,25.5,53.2,2.3,0.7,12.2,0.0,3243,93900.0,19209.0,55677.0,4995.0,10.8,6.3,61.4,15.6,11.6,4.3,7.1,29.5,6.0,41.3,3.5,15.0,4.7,32.1,2992,75.1,11.6,12.8,0.5,1.0
6075025401,California,San Francisco,3309,1614,1695,35.9,45.7,5.0,0.0,9.1,0.0,2176,88462.0,38377.0,41656.0,5274.0,9.2,8.7,57.1,19.4,17.8,4.2,1.5,37.3,8.2,36.9,0.9,10.2,6.5,33.4,1778,74.5,15.1,10.5,0.0,9.0
6075025402,California,San Francisco,3080,1542,1538,14.6,51.9,2.4,0.0,22.2,0.0,2133,137721.0,37527.0,57720.0,7643.0,5.8,11.2,59.8,10.6,18.3,1.9,9.3,44.7,4.3,31.6,2.4,8.3,8.7,36.8,1875,75.0,10.9,14.1,0.0,4.5
6075025403,California,San Francisco,5154,2753,2401,41.8,22.7,8.9,0.0,21.8,0.0,3109,73159.0,8029.0,29833.0,2778.0,11.9,9.1,40.6,26.1,18.3,9.2,5.8,42.7,7.5,38.2,2.5,2.4,6.7,34.2,2713,78.6,13.4,8.0,0.0,13.2
6075025500,California,San Francisco,9303,4705,4598,39.6,19.4,0.6,0.0,38.8,0.0,6339,92216.0,19312.0,38936.0,7104.0,7.2,6.6,38.1,19.2,21.8,9.4,11.4,51.6,11.2,28.2,2.3,2.9,3.7,29.7,5035,75.9,11.5,12.6,0.0,6.6
6075025600,California,San Francisco,5648,3028,2620,20.5,16.3,2.2,0.2,57.5,0.0,3865,73452.0,10941.0,30536.0,3705.0,6.3,3.0,29.6,30.7,23.9,7.5,8.4,57.3,10.8,27.0,0.6,3.4,0.9,27.9,2904,73.7,20.2,6.0,0.2,7.5
6075025701,California,San Francisco,5074,2545,2529,23.4,13.2,4.5,0.3,56.9,0.1,3355,78708.0,8277.0,35248.0,10245.0,12.5,14.8,25.7,24.1,32.9,5.9,11.4,48.1,13.1,27.1,2.2,2.9,6.7,32.4,2560,80.2,12.3,7.5,0.0,4.8
6075025702,California,San Francisco,4911,2329,2582,26.6,6.9,2.3,0.2,64.0,0.0,2671,60836.0,3849.0,20836.0,2489.0,13.0,16.6,20.9,35.4,23.3,5.3,15.1,48.4,14.1,28.0,2.6,4.3,2.6,33.2,2386,81.1,14.3,4.5,0.0,5.8
6075025800,California,San Francisco,2035,898,1137,24.4,11.3,5.6,0.0,55.9,0.0,1322,56250.0,22267.0,24178.0,4127.0,25.8,45.3,30.7,31.3,27.1,5.3,5.7,45.1,12.6,35.2,0.8,0.8,5.5,34.6,982,81.2,12.4,6.4,0.0,9.3
6075025900,California,San Francisco,4249,2073,2176,21.4,22.2,6.3,0.0,48.0,0.0,3304,87188.0,9559.0,40735.0,6243.0,6.3,1.5,38.6,18.5,31.9,4.4,6.6,43.9,21.1,23.0,0.8,0.9,10.3,33.0,2314,71.0,15.6,11.2,2.2,8.6
6075026001,California,San Francisco,5751,2620,3131,43.5,10.4,2.5,0.3,36.7,1.3,3191,60938.0,15085.0,22567.0,2640.0,14.0,15.4,23.4,41.5,19.0,5.4,10.7,39.2,9.0,39.7,4.4,4.6,3.1,34.1,2868,75.0,14.5,10.2,0.3,7.2
6075026002,California,San Francisco,3497,1812,1685,34.2,24.8,4.8,0.3,34.3,0.0,2401,84063.0,10603.0,37053.0,9433.0,5.7,2.6,30.2,25.7,22.3,8.6,13.2,47.4,8.8,37.4,0.0,3.3,2.9,36.0,2035,69.8,19.2,11.1,0.0,6.1
6075026003,California,San Francisco,4976,2653,2323,38.9,12.8,1.3,0.7,43.3,0.0,2977,59792.0,7578.0,26045.0,3188.0,6.4,0.0,22.4,37.3,16.1,11.7,12.5,50.7,9.8,29.4,5.3,2.8,2.1,29.3,2826,83.2,11.4,5.4,0.0,10.2
6075026004,California,San Francisco,5015,2610,2405,36.9,10.5,1.3,1.1,48.5,0.0,3029,65862.0,7778.0,26064.0,4061.0,9.1,3.7,24.2,35.1,16.7,12.2,11.8,39.1,12.0,44.1,0.8,0.2,3.8,35.6,2533,75.8,16.4,7.8,0.0,10.0
6075026100,California,San Francisco,6934,3007,3927,27.7,8.0,1.6,0.0,56.9,0.6,4302,62652.0,12379.0,25581.0,2342.0,11.6,16.5,27.9,32.7,23.0,7.6,8.7,40.5,12.9,40.7,3.1,1.5,1.3,32.7,3507,80.8,15.9,3.2,0.0,6.8
6075026200,California,San Francisco,7746,3811,3935,22.8,9.7,1.2,0.9,63.2,0.0,5050,75060.0,14349.0,24325.0,2453.0,8.6,7.8,24.9,32.6,26.1,4.8,11.6,48.6,12.8,29.6,2.2,3.0,3.7,35.5,3796,80.4,9.0,10.5,0.0,11.9
6075026301,California,San Francisco,4750,2323,2427,25.9,14.7,1.1,0.9,55.7,0.5,3213,56531.0,10486.0,24467.0,2933.0,13.5,7.5,27.0,30.3,21.8,12.4,8.6,51.4,12.8,30.8,2.7,1.8,0.6,33.4,2395,74.3,14.2,11.5,0.0,8.3
6075026302,California,San Francisco,4785,2356,2429,24.5,14.4,2.2,0.0,57.0,0.0,3563,72666.0,10376.0,27216.0,2740.0,7.5,6.4,25.0,30.7,24.4,4.8,15.1,58.4,9.1,25.0,0.0,1.0,6.5,37.0,2628,80.9,13.0,6.1,0.0,9.3
6075026303,California,San Francisco,5218,2751,2467,27.1,12.3,2.0,0.1,57.0,0.0,3333,75096.0,22760.0,22208.0,3347.0,12.0,12.3,23.4,24.7,24.2,13.1,14.6,51.0,11.6,32.4,0.7,2.9,1.4,33.0,2370,77.3,15.5,7.2,0.0,12.0
6075026401,California,San Francisco,3937,1989,1948,12.6,3.5,10.8,0.0,70.2,0.7,2654,46150.0,5928.0,18923.0,1847.0,12.7,24.2,20.1,31.8,21.8,10.0,16.2,50.6,8.9,35.5,3.2,0.0,1.9,37.6,1768,72.8,23.2,4.0,0.0,15.2
6075026402,California,San Francisco,4407,2174,2233,13.9,10.8,15.2,0.0,57.0,0.0,3083,80395.0,18337.0,27056.0,3013.0,7.4,3.7,34.3,24.1,25.7,5.4,10.4,47.2,14.6,27.1,3.3,5.7,2.1,34.1,2226,81.2,13.7,5.1,0.0,7.4
6075026403,California,San Francisco,3655,1804,1851,17.9,3.9,2.1,0.2,71.4,0.0,2454,50372.0,13593.0,20007.0,2760.0,15.9,17.5,22.4,28.9,29.6,4.0,15.2,41.9,11.9,36.7,6.5,1.1,1.9,33.2,1715,79.0,14.9,6.2,0.0,12.8
6075026404,California,San Francisco,2377,1104,1273,19.9,2.1,21.0,0.1,51.3,4.2,1474,41890.0,8277.0,19457.0,3203.0,16.2,35.3,22.8,37.7,17.6,6.7,15.2,48.8,10.6,30.9,1.6,0.8,7.3,36.6,1111,73.1,18.5,8.5,0.0,15.7
6075030101,California,San Francisco,4895,2492,2403,8.6,59.6,2.8,1.0,20.5,0.0,3842,79071.0,14729.0,57418.0,8820.0,12.3,8.0,65.7,11.2,18.0,1.8,3.4,24.4,7.9,42.0,11.8,3.6,10.3,31.7,3253,75.1,18.1,6.1,0.7,5.4
6075030102,California,San Francisco,5095,2500,2595,8.5,64.4,2.2,0.0,20.1,0.0,3985,110433.0,17757.0,69933.0,10750.0,7.3,0.0,74.0,5.1,19.0,0.7,1.2,41.6,5.2,29.1,7.2,8.0,8.8,33.7,2951,73.8,18.5,7.1,0.7,3.3
6075030201,California,San Francisco,4233,2020,2213,4.7,60.2,0.5,0.0,29.1,0.0,3431,89821.0,9135.0,50524.0,4171.0,8.6,4.4,68.2,5.8,22.5,1.0,2.4,37.6,2.7,32.4,6.8,11.1,9.4,33.4,2703,70.7,16.1,13.2,0.0,5.8
6075030202,California,San Francisco,4467,2050,2417,15.3,52.2,2.2,0.0,22.0,0.0,3506,96547.0,7692.0,60147.0,10412.0,11.0,0.0,72.7,9.5,15.6,1.6,0.6,30.8,6.2,42.9,13.4,3.7,3.1,31.3,2765,81.5,12.8,5.7,0.0,3.6
6075030301,California,San Francisco,6101,2837,3264,6.4,43.9,2.9,0.0,43.2,0.0,4594,109670.0,20662.0,61692.0,10995.0,7.2,8.4,67.0,12.3,15.9,1.4,3.4,44.4,9.9,27.3,5.0,5.1,8.3,33.0,3472,76.4,15.0,8.6,0.0,1.2
6075030302,California,San Francisco,4171,2014,2157,7.2,40.9,0.6,0.0,47.4,0.0,2968,132417.0,14783.0,59315.0,7207.0,9.6,2.3,59.8,14.7,18.0,3.5,4.0,47.7,7.3,30.2,3.2,2.6,9.0,34.4,2076,65.4,20.3,14.3,0.0,7.3
6075030400,California,San Francisco,5373,2539,2834,3.1,47.8,2.4,0.1,40.3,0.0,4119,150221.0,27033.0,79231.0,10979.0,7.6,6.0,59.2,8.6,24.4,2.9,4.9,44.5,5.4,32.1,4.9,3.4,9.7,34.3,2988,73.2,14.1,12.8,0.0,5.2
6075030500,California,San Francisco,2820,1575,1245,15.3,48.5,7.1,0.2,20.5,0.6,2111,107824.0,18837.0,46480.0,5831.0,5.8,0.0,65.2,11.5,16.6,4.1,2.5,49.2,13.0,24.5,0.6,4.8,7.9,29.0,1185,81.6,9.5,8.9,0.0,6.5
6075030600,California,San Francisco,2243,1168,1075,10.2,55.2,1.0,0.0,27.6,0.0,1639,145625.0,24049.0,82372.0,19588.0,2.1,1.2,71.7,6.7,18.3,0.8,2.6,54.6,9.0,20.2,3.6,3.3,9.3,29.3,1055,68.9,15.8,15.3,0.0,6.7
6075030700,California,San Francisco,6952,3714,3238,13.8,50.9,1.1,0.0,28.1,0.0,5061,120308.0,21383.0,57708.0,5873.0,5.7,1.2,58.8,15.3,18.7,3.3,3.9,62.2,9.4,18.0,3.8,1.3,5.2,30.4,3721,74.4,10.7,14.9,0.0,5.2
6075030800,California,San Francisco,5681,2865,2816,10.7,50.6,3.2,0.0,30.0,0.4,4311,131699.0,22424.0,75672.0,9444.0,3.2,2.1,69.3,6.4,15.6,2.8,5.9,31.9,9.7,42.4,5.0,2.0,8.9,29.1,2874,74.5,13.3,12.2,0.0,4.6
6075030900,California,San Francisco,6788,3433,3355,8.0,45.1,2.2,0.0,42.2,0.6,5034,145363.0,19757.0,65972.0,9706.0,9.4,3.9,58.9,9.1,24.9,2.8,4.3,60.0,11.7,21.2,1.5,2.9,2.7,33.9,3187,70.2,17.7,12.1,0.0,6.2
6075031000,California,San Francisco,3674,1853,1821,14.9,45.5,2.7,0.1,33.0,0.0,2740,122391.0,9065.0,53104.0,6303.0,5.4,5.5,60.7,11.3,19.6,2.6,5.8,53.3,15.3,21.9,1.6,1.0,7.0,28.6,1993,70.1,20.5,8.7,0.7,5.7
6075031100,California,San Francisco,6616,3331,3285,13.9,44.8,7.8,0.0,28.8,0.0,4884,103838.0,13971.0,48899.0,7843.0,7.1,2.0,46.5,18.2,25.5,6.0,3.9,47.3,8.2,32.7,5.5,4.0,2.3,28.9,3778,75.2,14.0,10.4,0.4,5.3
6075031201,California,San Francisco,7110,3349,3761,11.5,15.7,6.6,0.5,61.4,0.0,5136,74010.0,9803.0,27588.0,2961.0,14.5,12.0,36.0,24.0,27.3,2.4,10.3,40.7,9.4,41.0,3.4,2.1,3.4,34.9,3703,74.4,15.0,10.6,0.0,14.9
6075031202,California,San Francisco,3213,1552,1661,13.3,11.8,17.8,0.7,49.5,2.6,2441,74576.0,12350.0,27736.0,3113.0,13.5,19.9,32.2,28.8,25.0,3.1,10.9,49.9,7.2,35.2,1.3,3.0,3.4,31.3,1751,80.5,15.2,4.3,0.0,10.3
6075031301,California,San Francisco,4594,2359,2235,9.3,16.3,21.7,1.4,45.5,0.0,3202,95449.0,9508.0,35567.0,5492.0,10.8,5.6,36.7,23.0,26.4,4.7,9.2,52.1,13.2,26.3,1.3,1.2,6.0,36.4,2214,77.3,17.5,5.2,0.0,9.7
6075031302,California,San Francisco,6376,3087,3289,18.0,12.8,11.9,0.0,50.3,0.0,4308,66658.0,10544.0,25733.0,3265.0,20.6,26.7,32.3,26.5,27.8,4.5,8.9,49.6,7.3,37.9,0.8,0.3,4.1,34.4,3197,79.2,14.9,5.9,0.0,10.2
6075031400,California,San Francisco,6968,3604,3364,24.8,9.6,13.8,0.0,49.7,0.0,4374,59816.0,6275.0,21283.0,2867.0,15.3,6.5,28.6,27.3,21.4,12.1,10.6,57.0,10.7,27.7,0.8,0.5,3.2,36.4,3260,79.3,14.2,6.3,0.2,10.6
6075032601,California,San Francisco,4638,2307,2331,3.9,36.5,0.6,0.0,51.3,0.0,3680,92846.0,7218.0,44400.0,4829.0,6.5,0.0,57.1,15.6,19.3,5.3,2.6,38.8,8.0,38.5,4.2,5.7,4.7,33.7,2771,75.4,16.1,8.2,0.4,5.1
6075032602,California,San Francisco,4523,2166,2357,5.8,33.7,0.5,0.1,54.1,0.0,3584,70560.0,11150.0,34375.0,3449.0,12.9,4.4,48.7,17.0,23.3,4.0,6.9,45.6,6.2,27.6,4.4,9.0,7.2,34.1,2383,80.5,12.3,7.2,0.0,7.5
6075032700,California,San Francisco,6950,3234,3716,6.6,32.3,0.0,0.0,57.6,0.0,5695,99712.0,16232.0,42350.0,4164.0,8.1,2.3,48.9,17.9,21.2,5.4,6.5,45.4,8.0,29.4,5.3,6.5,5.4,33.9,3984,73.4,15.2,11.3,0.0,3.3
6075032801,California,San Francisco,4171,1862,2309,6.6,26.8,0.8,0.1,64.0,0.0,2903,83669.0,14447.0,38589.0,4222.0,9.2,2.6,49.8,17.1,19.3,9.2,4.5,46.5,16.2,31.0,3.0,0.0,3.3,32.9,1974,71.0,18.6,9.2,1.2,4.5
6075032802,California,San Francisco,4060,1937,2123,3.4,19.4,0.0,0.2,73.5,0.2,3212,80610.0,6543.0,36699.0,4412.0,9.6,7.0,43.9,24.9,25.4,2.6,3.3,41.2,18.8,28.2,3.7,1.3,6.7,36.7,2343,77.1,16.9,6.0,0.0,6.1
6075032901,California,San Francisco,5608,2761,2847,6.8,25.7,0.9,0.0,59.6,0.3,4275,83309.0,12839.0,41007.0,5424.0,8.5,6.3,46.9,16.0,26.8,3.8,6.5,51.0,9.0,30.9,0.5,2.8,5.8,37.3,2745,73.6,19.1,7.2,0.2,7.0
6075032902,California,San Francisco,4264,2085,2179,2.9,22.0,0.9,0.0,69.7,0.0,3173,89568.0,13578.0,36717.0,5492.0,14.1,19.5,52.5,17.0,20.9,0.6,9.0,51.2,10.7,21.7,6.7,2.7,7.0,34.2,1871,78.8,13.1,6.8,1.3,10.6
6075033000,California,San Francisco,8227,3906,4321,7.0,35.1,0.7,0.4,55.1,0.0,5718,82527.0,13635.0,39732.0,6818.0,13.3,12.9,44.5,16.9,25.7,6.0,7.0,54.4,13.8,26.0,3.0,0.4,2.3,31.5,4228,75.0,13.7,10.5,0.8,4.2
6075033100,California,San Francisco,4630,2288,2342,4.2,30.2,0.4,0.0,64.3,0.0,3440,119861.0,18243.0,48314.0,5484.0,7.0,6.3,58.4,10.5,21.9,3.9,5.3,60.3,8.7,20.1,3.5,1.2,6.1,34.2,2152,73.2,19.6,7.2,0.0,9.2
6075033201,California,San Francisco,3967,1553,2414,23.3,43.2,7.1,0.0,18.3,0.6,3425,22250.0,5438.0,8265.0,1158.0,50.7,6.0,26.1,23.4,47.8,0.7,2.0,17.4,1.7,39.4,34.1,1.4,6.0,26.5,1340,72.3,25.7,1.9,0.0,24.5
6075033203,California,San Francisco,3935,2074,1861,9.9,46.8,5.7,0.0,32.5,0.0,2614,67713.0,11402.0,26857.0,3611.0,26.1,13.9,52.6,19.2,20.8,1.9,5.5,50.9,2.2,32.6,3.5,1.7,9.1,35.0,2030,77.0,16.7,6.2,0.0,7.7
6075033204,California,San Francisco,3933,1940,1993,15.8,32.6,8.3,0.9,34.3,0.0,2718,43412.0,11532.0,26048.0,4452.0,36.2,0.0,34.6,24.9,30.9,5.3,4.3,36.3,5.2,37.8,12.2,4.1,4.4,34.8,1708,76.9,11.4,11.1,0.6,16.8
6075035100,California,San Francisco,8691,4114,4577,8.0,31.3,1.2,0.2,56.2,0.0,6078,99226.0,16560.0,42562.0,5287.0,9.8,10.6,52.8,18.9,19.3,3.7,5.3,48.1,10.2,26.9,0.6,6.5,7.7,36.9,4492,68.8,19.6,10.7,0.8,5.6
6075035201,California,San Francisco,5775,2827,2948,5.6,35.7,0.0,0.0,54.9,0.0,4262,77850.0,7436.0,33804.0,4033.0,11.2,7.5,48.1,22.6,23.6,5.0,0.6,54.6,10.1,20.7,2.3,5.8,6.5,36.6,2951,66.7,18.5,13.4,1.5,6.7
6075035202,California,San Francisco,4571,2177,2394,10.1,41.3,0.6,0.0,41.8,0.9,3212,70058.0,11038.0,34270.0,3364.0,11.0,8.0,42.0,22.1,19.5,6.3,10.1,40.1,10.6,32.5,5.1,6.2,5.5,34.8,2700,76.2,13.0,10.6,0.2,3.2
6075035300,California,San Francisco,7395,3298,4097,7.0,23.4,1.0,0.2,65.0,0.2,5852,73669.0,9927.0,34885.0,4905.0,8.5,10.3,35.5,23.0,23.3,5.6,12.6,56.5,14.9,20.0,1.3,3.7,3.5,37.2,3685,73.7,19.9,6.5,0.0,8.7
6075035400,California,San Francisco,7022,3359,3663,7.7,33.6,2.7,0.0,53.5,0.0,5654,80260.0,17329.0,40838.0,5973.0,10.9,15.3,48.5,17.1,21.3,7.4,5.6,48.8,17.0,24.8,1.1,2.0,6.3,36.1,4015,70.4,17.3,12.3,0.0,9.8
6075040100,California,San Francisco,4491,2085,2406,3.7,58.2,1.1,0.0,33.5,0.3,3643,82656.0,24691.0,56845.0,8005.0,13.1,11.3,60.0,12.4,18.3,5.0,4.2,40.6,4.4,37.9,4.3,6.7,6.1,33.9,2676,82.0,10.7,7.3,0.0,5.1
6075040200,California,San Francisco,5711,2745,2966,7.6,48.6,2.5,0.0,36.4,0.0,4405,77500.0,19383.0,56314.0,9822.0,8.2,0.0,50.3,13.9,25.4,1.3,9.1,38.0,3.9,33.7,7.0,8.3,9.2,28.9,3270,78.8,9.9,11.2,0.0,8.5
6075042601,California,San Francisco,4027,1898,2129,13.4,43.9,3.0,0.0,38.0,0.0,2842,57472.0,10143.0,39866.0,6881.0,16.8,11.9,55.7,16.3,23.5,1.9,2.6,35.1,8.0,42.2,2.2,4.6,7.8,34.9,2380,72.4,13.2,13.9,0.6,2.8
6075042602,California,San Francisco,3375,1663,1712,8.5,48.1,0.9,0.8,29.6,7.5,2544,82013.0,12783.0,50694.0,7185.0,2.8,3.0,52.5,12.9,28.3,2.4,3.9,42.4,9.1,26.3,7.6,6.8,7.8,28.8,1990,75.0,16.3,8.7,0.0,3.8
6075042700,California,San Francisco,5049,2310,2739,7.4,43.0,2.8,0.0,41.8,0.5,3658,52102.0,10777.0,42750.0,5741.0,10.9,8.6,54.4,16.0,21.5,4.9,3.2,40.8,6.4,36.8,3.5,1.7,10.8,34.8,2871,73.1,15.0,11.8,0.0,3.7
6075042800,California,San Francisco,2491,1149,1342,6.6,64.7,0.0,0.0,23.3,0.0,1673,143864.0,15114.0,101681.0,14516.0,7.3,8.1,73.0,3.5,20.7,1.6,1.1,54.2,9.9,12.4,3.2,4.5,15.9,31.0,986,75.8,9.8,14.4,0.0,5.0
6075045100,California,San Francisco,4964,2187,2777,7.2,46.9,4.4,0.2,38.3,0.6,3907,82755.0,13076.0,48642.0,9492.0,18.1,17.8,64.0,11.0,19.2,2.4,3.3,28.5,4.1,51.6,6.5,4.8,4.5,32.4,2998,83.6,9.4,7.0,0.0,5.1
6075045200,California,San Francisco,7259,3700,3559,10.8,47.5,0.2,0.1,35.5,0.0,5508,72431.0,16345.0,45939.0,5930.0,16.4,16.1,57.9,19.3,19.1,1.8,1.9,36.0,4.4,36.4,4.3,5.0,13.9,32.4,4006,79.2,10.2,10.7,0.0,5.9
6075047600,California,San Francisco,5451,2744,2707,3.6,41.9,0.7,0.0,47.9,0.7,4771,74392.0,9519.0,42417.0,3977.0,6.9,5.8,59.4,20.2,18.6,0.3,1.4,41.9,11.0,25.4,6.3,10.4,5.1,32.6,3555,81.2,10.5,8.4,0.0,0.9
6075047701,California,San Francisco,4259,2103,2156,3.6,36.8,0.7,0.0,52.6,1.3,3520,74412.0,11195.0,40705.0,4380.0,8.3,4.0,45.0,20.2,21.5,5.4,8.0,42.0,9.9,37.0,3.3,3.0,4.8,31.8,2654,75.4,15.0,9.6,0.0,5.7
6075047702,California,San Francisco,4121,1945,2176,4.3,37.8,1.7,0.0,53.2,0.0,3173,72930.0,13692.0,40319.0,4742.0,9.6,0.0,47.8,17.9,20.8,3.8,9.7,43.4,10.4,27.5,6.2,4.8,7.7,38.2,2360,75.2,14.3,10.5,0.0,5.3
6075047801,California,San Francisco,4186,1857,2329,7.9,37.7,1.7,0.2,46.4,0.0,3297,79130.0,12964.0,39858.0,5422.0,13.3,11.3,46.3,19.6,25.9,5.2,3.0,50.2,12.9,27.2,0.0,2.1,7.7,34.3,2212,71.4,18.5,10.1,0.0,7.6
6075047802,California,San Francisco,4065,1957,2108,9.0,29.3,0.0,0.0,56.9,0.0,2900,68333.0,12059.0,35307.0,3626.0,12.2,8.2,44.4,18.6,26.7,4.6,5.7,32.4,10.3,44.4,2.7,1.0,9.1,34.9,2201,77.7,13.0,9.2,0.0,5.3
6075047901,California,San Francisco,6865,3373,3492,10.3,40.9,2.8,0.0,40.9,0.0,5284,66437.0,10209.0,44486.0,8190.0,8.6,1.7,52.8,15.0,21.4,4.1,6.8,40.5,14.4,24.1,5.3,5.1,10.6,33.6,3688,69.4,15.4,15.2,0.0,4.5
6075047902,California,San Francisco,3722,1869,1853,5.7,44.8,1.2,0.0,40.0,0.0,2955,73625.0,10055.0,45535.0,7358.0,13.5,7.7,51.2,18.7,18.3,3.6,8.2,52.6,4.2,24.5,6.3,5.6,6.9,33.7,1915,72.5,18.9,8.6,0.0,8.2
6075060100,California,San Francisco,3681,1886,1795,5.8,82.1,0.0,0.0,8.4,0.0,2592,164179.0,25035.0,71978.0,11634.0,4.1,5.8,60.2,11.2,23.0,0.8,4.8,36.5,5.0,29.1,4.0,10.1,15.3,28.1,2338,82.2,9.5,7.8,0.4,1.3
